concept,symbol
Chemical_MESH_C549234,Fluticasone propionate
Chemical_MESH_C040656,Loxoprofen sodium hydrate
Chemical_MESH_D015575,Roxithromycin
Chemical_MESH_D012973,Sodium hypochlorite
Chemical_MESH_C053090,Epinastine hydrochloride
Chemical_MESH_C033300,Iotrolan
Chemical_MESH_C051003,Risarestat
Chemical_MESH_D016576,Fleroxacin
Chemical_MESH_C047340,Levocabastine hydrochloride
Chemical_MESH_C054999,Mofezolac
Chemical_MESH_C057937,Iomeprol
Chemical_MESH_C038974,Amorolfine hydrochloride
Chemical_MESH_D010417,Pentaerythritol tetranitrate
Chemical_MESH_C036866,Romurtide
Chemical_MESH_C113019,Calcium bromide
Chemical_MESH_C016975,Alum
Chemical_MESH_C020748,Ferrous sulfate
Chemical_MESH_C031512,Potassium sulfate
Chemical_MESH_D002133,Gypsum
Chemical_MESH_D019797,3-Iodobenzylguanidine
Chemical_MESH_D012835,Silver nitrate
Chemical_MESH_C039004,Potassium bromide
Chemical_MESH_C418047,Anecortave acetate
Chemical_MESH_C031368,Sorivudine
Chemical_MESH_D024502,Tocopherol acetate
Chemical_MESH_C035978,Cefbuperazone sodium
Chemical_MESH_C062108,Nandrolone furylpropionate
Chemical_MESH_C042852,Perflutren
Chemical_MESH_D015281,Cefmenoxime hydrochloride
Chemical_MESH_D001462,Barbital
Chemical_MESH_D017272,Celiprolol hydrochloride
Chemical_MESH_C015912,Halopredone acetate
Chemical_MESH_C020960,Brotizolam
Chemical_MESH_D004294,Domperidone
Chemical_MESH_C029270,Menfegol
Chemical_MESH_D015255,Idarubicin hydrochloride
Chemical_MESH_D007556,Isoxsuprine hydrochloride
Chemical_MESH_C036619,Idebenone
Chemical_MESH_C013992,Fenipentol
Chemical_MESH_D003982,Dibekacin sulfate
Chemical_MESH_D009531,Niceritrol
Chemical_MESH_D011440,Propyliodone
Chemical_MESH_C005873,Trolnitrate phosphate
Chemical_MESH_C028508,Bismuth subcarbonate
Chemical_MESH_C018779,Haloxazolam
Chemical_MESH_C004644,Acamylophenine hydrochloride
Chemical_MESH_C020766,Ranimustine
Chemical_MESH_D007485,Ioxaglic acid
Chemical_MESH_D004177,Dipyrone
Chemical_MESH_D001973,Broxuridine
Chemical_MESH_C013486,Diflucortolone valerate
Chemical_MESH_C019541,Proglumetacin maleate
Chemical_MESH_C034532,Camostat mesilate
Chemical_MESH_C032801,Tenoxicam
Chemical_MESH_C005298,Benoxinate hydrochloride
Chemical_MESH_D014751,Vindesine sulfate
Chemical_MESH_C003237,Proxyphylline
Chemical_MESH_C100195,Ether
Chemical_MESH_C015408,Oxatomide
Chemical_MESH_D007458,Iodipamide
Chemical_MESH_C036596,Bifonazole
Chemical_MESH_D000983,Antipyrine
Chemical_MESH_D001964,Bromhexine hydrochloride
Chemical_MESH_D019346,Sodium acetate
Chemical_MESH_C005686,Sodium carbonate hydrate
Chemical_MESH_D014311,Triprolidine hydrochloride
Chemical_MESH_D020889,Rolipram
Chemical_MESH_C017367,Carmofur
Chemical_MESH_C025079,Mebhydrolin napadisilate
Chemical_MESH_C084593,Sulthiame
Chemical_MESH_C508870,Oxaliplatin
Chemical_MESH_C026317,Glucuronamide
Chemical_MESH_C100952,1
Chemical_MESH_C031906,Bifemelane hydrochloride
Chemical_MESH_D008536,Meglumine
Chemical_MESH_D007479,Iopamidol
Chemical_MESH_C003402,Sapropterin dihydrochloride
Chemical_MESH_C017346,Glyclopyramide
Chemical_MESH_C004940,Glucuronolactone
Chemical_MESH_C100145,Thonzylamine hydrochloride
Chemical_MESH_D004492,Edetate disodium
Chemical_MESH_C047686,Plaunotol
Chemical_MESH_C031877,Cadralazine
Chemical_MESH_C038936,Aceglatone
Chemical_MESH_D010096,Oxprenolol hydrochloride
Chemical_MESH_C026535,Bucillamine
Chemical_MESH_D020108,Nicorandil
Chemical_MESH_C031060,Salicylamide
Chemical_MESH_D002866,Chromonar hydrochloride
Chemical_MESH_C005193,Inositol niacinate
Chemical_MESH_C006481,S-Hydroprene
Chemical_MESH_C029013,Oxapium iodide
Chemical_MESH_C001002,Diisopropylamine dichloroacetate
Chemical_MESH_D007472,Iohexol
Chemical_MESH_D015310,Cefotiam hydrochloride
Chemical_MESH_C021137,Alclometasone dipropionate
Chemical_MESH_C047051,Ufenamate
Chemical_MESH_C008837,Phenprobamate
Chemical_MESH_D005446,Fluocinolone acetonide
Chemical_MESH_C016927,Isepamicin sulfate
Chemical_MESH_C031049,Teprenone
Chemical_MESH_C045742,Amlexanox
Chemical_MESH_C011827,Pentamycin
Chemical_MESH_C024523,Arotinolol hydrochloride
Chemical_MESH_D002064,Buserelin acetate
Chemical_MESH_C058702,Benziodarone
Chemical_MESH_C106738,Doranidazole
Chemical_MESH_C004350,Clorprenaline hydrochloride
Chemical_MESH_C049347,Fasudil hydrochloride
Chemical_MESH_C077139,Fidarestat
Chemical_MESH_C049714,Fondaparinux sodium
Chemical_MESH_C113797,Fudosteine
Chemical_MESH_C104201,Gimeracil
Chemical_MESH_C060343,Lercanidipine hydrochloride
Chemical_MESH_C422346,Meluadrine tartrate
Chemical_MESH_C063558,Mepranoprofen arbamel
Chemical_MESH_C064635,Miproxifene phosphate
Chemical_MESH_C087255,Mitiglinide calcium hydrate
Chemical_MESH_C076251,Mozavaptane hydrochloride
Chemical_MESH_C076259,Nifekalant hydrochloride
Chemical_MESH_C081788,Pentetreotide
Chemical_MESH_C063924,Pibutidine hydrochloride
Chemical_MESH_C108475,Pitavastatin calcium
Chemical_MESH_C073338,Carbazochrome
Chemical_MESH_C040375,Pelubiprofen
Chemical_MESH_C059451,Lornoxicam
Chemical_MESH_C031183,Aluminum monostearate
Chemical_MESH_C001495,Bekanamycin sulfate
Chemical_MESH_C045125,Ornoprostil
Chemical_MESH_C005111,Methixene hydrochloride
Chemical_MESH_D004315,Doxapram hydrochloride
Chemical_MESH_C010637,Terodiline hydrochloride
Chemical_MESH_C030950,Tiquizium bromide
Chemical_MESH_D008529,Mefruside
Chemical_MESH_C024677,Eptazocine hydrobromide
Chemical_MESH_D008794,Metrizoate sodium
Chemical_MESH_C023384,Astromicin sulfate
Chemical_MESH_C036466,Aniracetam
Chemical_MESH_D014441,Tyropanoate sodium
Chemical_MESH_C027260,Pirarubicin
Chemical_MESH_C033014,Hydrocortisone probutate
Chemical_MESH_C018176,Bunazosin hydrochloride
Chemical_MESH_C013242,Safrazine hydrochloride
Chemical_MESH_C048522,Repirinast
Chemical_MESH_D016620,Enprostil
Chemical_MESH_C035276,Icosapent ethyl
Chemical_MESH_C038192,Iopromide
Chemical_MESH_C031282,Tripamide
Chemical_MESH_C033383,Rokitamycin
Chemical_MESH_C033563,Haloperidol decanoate
Chemical_MESH_D002229,Carbenoxolone sodium
Chemical_MESH_D014978,Xenon
Chemical_MESH_C100113,Fonazine mesylate
Chemical_MESH_C052143,Docarpamine
Chemical_MESH_C036666,Cefpiramide sodium
Chemical_MESH_D008627,Mercuric chloride
Chemical_MESH_D007741,Dilevalol hydrochloride
Chemical_MESH_C042382,Fludarabine phosphate
Chemical_MESH_C035100,Nilvadipine
Chemical_MESH_C010473,Iodoform
Chemical_MESH_C009175,Riboflavin butyrate
Chemical_MESH_D010889,Piracetam
Chemical_MESH_C006753,Iodipamide meglumine
Chemical_MESH_C105791,Soblidotin
Chemical_MESH_C119998,Tenatoprazole
Chemical_MESH_C528642,Pratosartan
Chemical_MESH_C009316,Stearyl alcohol
Chemical_MESH_C065049,Taltirelin hydrate
Chemical_MESH_C009495,Titanium dioxide
Chemical_MESH_C560613,Transfluthrin
Chemical_MESH_C106574,Colestilan chloride
Chemical_MESH_C008704,Pyrithione zinc
Chemical_MESH_C092292,Ziprasidone hydrochloride
Chemical_MESH_D003973,Meglumine sodium amidotrizoate
Chemical_MESH_D020442,Poloxamer
Chemical_MESH_D002724,Chlorobutanol
Chemical_MESH_D002191,Canrenoate potassium
Chemical_MESH_C026896,Cinepazide maleate
Chemical_MESH_C008262,Lead acetate
Chemical_MESH_C017590,Oxitropium bromide
Chemical_MESH_C048159,Glyceryl monostearate
Chemical_MESH_C030949,Dexamethasone valerate
Chemical_MESH_C514340,Estradiol benzoate
Chemical_MESH_D013426,Sulfaphenazole
Chemical_MESH_C035032,Sofalcone
Chemical_MESH_D001534,Bemegride
Chemical_MESH_C002989,Indenolol hydrochloride
Chemical_MESH_C077977,Cresol
Chemical_MESH_C100118,Ibufenac
Chemical_MESH_C095285,Silodosin
Chemical_MESH_C511436,Ezetimibe
Chemical_MESH_D005711,Gallopamil hydrochloride
Chemical_MESH_C106266,Omapatrilat
Chemical_MESH_C018548,Lanatoside C
Chemical_MESH_C115647,Eletriptan hydrobromide
Chemical_MESH_C006124,Fentiazac
Chemical_MESH_D019832,N-Methylscopolamine methylsulfate
Chemical_MESH_C006753,Iodamide meglumine
Chemical_MESH_C112528,Luliconazole
Chemical_MESH_C426686,Ximelagatran
Chemical_MESH_C098320,Tenofovir disoproxil fumarate
Chemical_MESH_D064098,Esomeprazole magnesium
Chemical_MESH_C053434,Talaporfin sodium
Chemical_MESH_C492600,Metofluthrin
Chemical_MESH_C000489,Clindamycin palmitate hydrochloride
Chemical_MESH_C055267,Tandospirone citrate
Chemical_MESH_D007542,Inosine pranobex
Chemical_MESH_C006153,Budralazine
Chemical_MESH_C080069,Prednisolone farnesylate
Chemical_MESH_D007482,Iothalamate meglumine
Chemical_MESH_D001058,Apomorphine hydrochloride
Chemical_MESH_D002441,Cefsulodin sodium
Chemical_MESH_C025700,Strontium chloride Sr 89
Chemical_MESH_C010948,Erythromycin lactobionate
Chemical_MESH_C035552,Ferric gluconate
Chemical_MESH_C005984,Flavin adenine dinucleotide sodium
Chemical_MESH_C007420,Dihydroxyaluminum aminoacetate
Chemical_MESH_D000804,Angiotensin II
Chemical_MESH_D003974,Diatrizoate meglumine
Chemical_MESH_C071315,Ramosetron hydrochloride
Chemical_MESH_C012839,Oxtriphylline
Chemical_MESH_C558630,Hexestrol diacetate
Chemical_MESH_D008927,Mitobronitol
Chemical_MESH_D012633,Secretin
Chemical_MESH_C028458,Tipepidine citrate
Chemical_MESH_D019793,Fluorescein sodium
Chemical_MESH_D013667,Technetium Tc 99m succimer
Chemical_MESH_C012293,Tranilast
Chemical_MESH_D019695,Diammonium glycyrrhizinate
Chemical_MESH_D013669,Technetium Tc 99m medronate
Chemical_MESH_C587113,Betamethasone butyrate propionate
Chemical_MESH_C017231,Aldioxa
Chemical_MESH_C024159,Timiperone
Chemical_MESH_C037593,Potassium carbonate
Chemical_MESH_C091874,Pralmorelin dihydrochloride
Chemical_MESH_C050883,Benidipine hydrochloride
Chemical_MESH_D009353,Zinostatin
Chemical_MESH_D016264,Dextran sulfate sodium
Chemical_MESH_C052840,Clinprost
Chemical_MESH_C004691,Colistimethate sodium
Chemical_MESH_C013216,Potassium phosphate
Chemical_MESH_C023844,Potassium nitrate
Chemical_MESH_D001466,Barium sulfate
Chemical_MESH_D011196,Potassium permanganate
Chemical_MESH_C027938,Sodium bromide
Chemical_MESH_D012965,Sodium chloride
Chemical_MESH_D006851,Hydrochloric acid
Chemical_MESH_C016837,Zinc chloride
Chemical_MESH_C009279,Sodium bisulfite
Chemical_MESH_D011189,Potassium chloride
Chemical_MESH_D003518,Cyclopenthiazide
Chemical_MESH_D014128,Chromomycin A3
Chemical_MESH_D017663,Peplomycin sulfate
Chemical_MESH_C009185,Pridinol mesilate
Chemical_MESH_D007545,Isoproterenol sulfate
Chemical_MESH_C103928,Diphenylimidazole
Chemical_MESH_D013619,Tacrine hydrochloride
Chemical_MESH_D001285,Atropine sulfate
Chemical_MESH_C056244,Homatropine methylbromide
Chemical_MESH_D012601,Scopolamine hydrobromide
Chemical_MESH_C021182,Gemeprost
Chemical_MESH_D000661,Amphetamine sulfate
Chemical_MESH_C035058,Sodium gualenate
Chemical_MESH_C111827,Brimonidine tartrate
Chemical_MESH_D001639,Potassium bicarbonate
Chemical_MESH_D003913,Dextroamphetamine sulfate
Chemical_MESH_C100294,Phendimetrazine tartrate
Chemical_MESH_D014290,Metipranolol hydrochloride
Chemical_MESH_C401803,Eprosartan mesylate
Chemical_MESH_D020105,Milrinone lactate
Chemical_MESH_D008012,Lidocaine hydrochloride
Chemical_MESH_D016293,Moricizine hydrochloride
Chemical_MESH_C046894,Buclizine hydrochloride
Chemical_MESH_D014309,Tripelennamine hydrochloride
Chemical_MESH_D020117,Cisapride
Chemical_MESH_C012572,Thiamine hydrochloride
Chemical_MESH_D009271,Naltrexone hydrochloride
Chemical_MESH_C043114,Fosphenytoin sodium
Chemical_MESH_C005717,Proparacaine hydrochloride
Chemical_MESH_D011430,Propoxycaine hydrochloride
Chemical_MESH_D008698,Ziprasidone mesylate
Chemical_MESH_D003061,Codeine phosphate
Chemical_MESH_D008691,Methadone hydrochloride
Chemical_MESH_D010672,Phenytoin sodium
Chemical_MESH_C038981,Nalmefene hydrochloride
Chemical_MESH_C081788,Indium In 111 pentetreotide
Chemical_MESH_D007213,Indomethacin sodium
Chemical_MESH_D010423,Pentazocine lactate
Chemical_MESH_D006493,Heparin sodium
Chemical_MESH_D003084,Colestipol hydrochloride
Chemical_MESH_D006886,Hydroxychloroquine sulfate
Chemical_MESH_D008727,Methotrexate sodium
Chemical_MESH_C029256,Histrelin acetate
Chemical_MESH_D017337,Sermorelin acetate
Chemical_MESH_D005934,Glucagon hydrochloride
Chemical_MESH_D000667,Ampicillin sodium
Chemical_MESH_D013752,Tetracycline hydrochloride
Chemical_MESH_C080163,Trovafloxacin mesylate
Chemical_MESH_C023676,Chloroquine phosphate
Chemical_MESH_D011319,Primaquine phosphate
Chemical_MESH_C006589,Piperazine citrate
Chemical_MESH_D004318,Doxycycline hyclate
Chemical_MESH_D002981,Clindamycin hydrochloride
Chemical_MESH_D004009,Dicloxacillin sodium
Chemical_MESH_D003091,Colistin sulfate
Chemical_MESH_C021650,Hydrocortisone acetate
Chemical_MESH_C021650,Thonzonium bromide
Chemical_MESH_D003911,Iron dextran
Chemical_MESH_D017334,Teicoplanin
Chemical_MESH_C499929,Trichomycin
Chemical_MESH_C005452,Piperazine adipate
Chemical_MESH_D000420,Albuterol
Chemical_MESH_C005430,Phenindamine tartrate
Chemical_MESH_D004837,Epinephrine bitartrate
Chemical_MESH_D007545,l-Isoprenaline hydrochloride
Chemical_MESH_C010809,Tulobuterol
Chemical_MESH_D001241,Aspirin
Chemical_MESH_D001241,Aspirin
Chemical_MESH_C021322,Prednisolone hemisuccinate
Chemical_MESH_D010401,Penicillin G benzathine
Chemical_MESH_C538763,Undecylenic acid
Chemical_MESH_C055357,Ioxilan
Chemical_MESH_C037465,Chlorprothixene hydrochloride
Chemical_MESH_C009410,Cetrimide
Chemical_MESH_C000592763,Docetaxel
Chemical_MESH_D008942,Mitoxantrone hydrochloride
Chemical_MESH_C053347,Prenylamine lactate
Chemical_MESH_D019772,Topotecan hydrochloride
Chemical_MESH_C038008,Croconazole hydrochloride
Chemical_MESH_C020852,Indeloxazine hydrochloride
Chemical_MESH_D004143,Sennosides
Chemical_MESH_D005702,Galantamine hydrobromide
Chemical_MESH_C018038,Dexamethasone acetate
Chemical_MESH_D002331,Levocarnitine
Chemical_MESH_D001761,Bleomycin sulfate
Chemical_MESH_C075375,Grepafloxacin hydrochloride
Chemical_MESH_D011736,Pyridoxine hydrochloride
Chemical_MESH_D012853,Sisomicin sulfate
Chemical_MESH_D003042,Cocaine hydrochloride
Chemical_MESH_D019354,Sodium lactate
Chemical_MESH_C011462,Erythromycin stearate
Chemical_MESH_C026016,Chloramphenicol sodium succinate
Chemical_MESH_D009827,Oleandomycin phosphate
Chemical_MESH_D005578,Fosfomycin sodium
Chemical_MESH_C031183,Magnesium stearate
Chemical_MESH_D002228,Carbenicillin disodium
Chemical_MESH_D012439,Saccharin sodium
Chemical_MESH_C061212,Echothiophate iodide
Chemical_MESH_D015377,Cilastatin sodium
Chemical_MESH_D016712,Mupirocin calcium
Chemical_MESH_D008712,Methicillin sodium
Chemical_MESH_D014750,Vincristine sulfate
Chemical_MESH_D002323,Carbenicillin phenyl sodium
Chemical_MESH_D010862,Pilocarpine hydrochloride
Chemical_MESH_D013626,Talampicillin hydrochloride
Chemical_MESH_D018738,Hexamethonium bromide
Chemical_MESH_D014403,Tubocurarine chloride
Chemical_MESH_D012271,Ribostamycin sulfate
Chemical_MESH_D013448,Sulfobromophthalein sodium
Chemical_MESH_D004087,Dihydroergotamine mesylate
Chemical_MESH_D009241,Ipratropium bromide
Chemical_MESH_D008787,Metoclopramide hydrochloride
Chemical_MESH_D015251,Epirubicin hydrochloride
Chemical_MESH_D002939,Ciprofloxacin hydrochloride
Chemical_MESH_D020849,Raloxifene hydrochloride
Chemical_MESH_D010208,Papaverine hydrochloride
Chemical_MESH_D008802,Mezlocillin sodium
Chemical_MESH_C113167,Meropenem
Chemical_MESH_D013407,Sulbactam sodium
Chemical_MESH_C000006,Protamine sulfate
Chemical_MESH_D010423,Pentazocine hydrochloride
Chemical_MESH_D015313,Cefotetan disodium
Chemical_MESH_D003023,Cloxacillin sodium
Chemical_MESH_D003533,Cyproheptadine hydrochloride
Chemical_MESH_D003894,Desmopressin acetate
Chemical_MESH_D006145,Guanethidine sulfate
Chemical_MESH_D013034,Sparteine sulfate
Chemical_MESH_D003973,Diatrizoic acid
Chemical_MESH_D013982,Ticarcillin disodium
Chemical_MESH_D008694,Methamphetamine hydrochloride
Chemical_MESH_D002504,Meclofenoxate hydrochloride
Chemical_MESH_C031242,Trimeprazine tartrate
Chemical_MESH_D001712,Biperiden hydrochloride
Chemical_MESH_C036432,Biperiden lactate
Chemical_MESH_C017901,Levomepromazine maleate
Chemical_MESH_C043345,Emedastine difumarate
Chemical_MESH_D015282,Octreotide acetate
Chemical_MESH_D010878,Piperacillin
Chemical_MESH_D000654,Amobarbital sodium
Chemical_MESH_D002751,Chlortetracycline hydrochloride
Chemical_MESH_D002122,Calcium chloride
Chemical_MESH_C120662,Calcium acetate
Chemical_MESH_D017311,Atorvastatin calcium
Chemical_MESH_D017374,Paroxetine hydrochloride hemihydrate
Chemical_MESH_D011803,Quinine sulfate
Chemical_MESH_D019695,Dipotassium glycyrrhizinate
Chemical_MESH_C028025,Protoporphyrin disodium
Chemical_MESH_C000665,Cetraxate hydrochloride
Chemical_MESH_D008698,Ergoloid mesylates
Chemical_MESH_D015939,Kitasamycin
Chemical_MESH_D011802,Quinidine sulfate
Chemical_MESH_D007545,Isoproterenol sulfate
Chemical_MESH_D003620,Dantrolene sodium
Chemical_MESH_C033343,Ethanolamine oleate
Chemical_MESH_D020160,Sodium benzoate
Chemical_MESH_C120662,Lysine acetate
Chemical_MESH_D005990,Lysine hydrochloride
Chemical_MESH_D064412,Levalbuterol hydrochloride
Chemical_MESH_D012382,Rolitetracycline
Chemical_MESH_C063038,Iomazenil
Chemical_MESH_D019690,Technetium Tc 99m exametazime
Chemical_MESH_C058651,Tiludronate disodium
Chemical_MESH_C015706,Betamethasone benzoate
Chemical_MESH_C004686,Clocortolone pivalate
Chemical_MESH_C038363,Hydrocortisone valerate
Chemical_MESH_C100283,Medrysone
Chemical_MESH_D005480,Flurbiprofen sodium
Chemical_MESH_D005703,Gallamine triethiodide
Chemical_MESH_C069207,Calcium ascorbate
Chemical_MESH_C043414,Denatonium benzoate
Chemical_MESH_D011206,Povidone
Chemical_MESH_C008205,Isopropyl myristate
Chemical_MESH_D004116,Dimethisterone
Chemical_MESH_D002437,Cefazolin
Chemical_MESH_D010093,Oxolinic acid
Chemical_MESH_C012976,Flumequine
Chemical_MESH_C023981,Miloxacin
Chemical_MESH_C034932,Lysine
Chemical_MESH_C021083,Rosoxacin
Chemical_MESH_D015366,Pefloxacin
Chemical_MESH_D015366,Pefloxacin mesylate
Chemical_MESH_D005650,Fumaric acid
Chemical_MESH_C022215,Methyl alcohol
Chemical_MESH_C029658,Propionic acid
Chemical_MESH_D000096,Acetone
Chemical_MESH_D008751,Methylene blue
Chemical_MESH_D017942,Nitric acid
Chemical_MESH_C032175,Benzaldehyde
Chemical_MESH_D019301,Oleic acid
Chemical_MESH_C586814,Pectin
Chemical_MESH_C055185,Tosufloxacin
Chemical_MESH_C053091,Lomefloxacin
Chemical_MESH_C007650,Ethyl acetate
Chemical_MESH_D011142,Polyvinyl alcohol
Chemical_MESH_D000677,Amsacrine
Chemical_MESH_C011666,Apramycin
Chemical_MESH_C040550,Tolrestat
Chemical_MESH_C520965,Alginic acid
Chemical_MESH_D005947,Dextrose
Chemical_MESH_D003545,Cysteine hydrochloride
Chemical_MESH_C035385,Doxylamine succinate
Chemical_MESH_C067172,Zopolrestat
Chemical_MESH_C008315,Maltodextrin
Chemical_MESH_D008752,Methylene chloride
Chemical_MESH_D014810,Vitamin E
Chemical_MESH_D024502,Tocopherol
Chemical_MESH_C004628,Coumermycin
Chemical_MESH_C023885,Menadione
Chemical_MESH_C024657,Benzylpenicillin
Chemical_MESH_C020283,Diethanolamine
Chemical_MESH_D000070,Acebutolol
Chemical_MESH_D001390,Azlocillin
Chemical_MESH_D008152,Loxapine
Chemical_MESH_D008469,Meclofenamic acid
Chemical_MESH_D017298,Bisoprolol
Chemical_MESH_D002260,Carboprost
Chemical_MESH_D002435,Cefamandole
Chemical_MESH_D002440,Cefoxitin
Chemical_MESH_D003620,Dantrolene
Chemical_MESH_D004009,Dicloxacillin
Chemical_MESH_C015173,Dipivefrin
Chemical_MESH_D005279,Fenoprofen
Chemical_MESH_D008272,Mafenide
Chemical_MESH_D002433,Cefaclor
Chemical_MESH_D002434,Cefadroxil
Chemical_MESH_D013847,Thiethylperazine
Chemical_MESH_D014046,Tolmetin
Chemical_MESH_D014700,Verapamil
Chemical_MESH_D008784,Methysergide
Chemical_MESH_D008790,Metoprolol
Chemical_MESH_D012312,Ritodrine
Chemical_MESH_D020280,Sertraline
Chemical_MESH_C084591,Propiomazine
Chemical_MESH_D017374,Paroxetine
Chemical_MESH_D007650,Ketanserin
Chemical_MESH_D008120,Lobeline
Chemical_MESH_C068668,Oxypurinol
Chemical_MESH_C023676,Chloroquine
Chemical_MESH_D017135,Desogestrel
Chemical_MESH_C533693,Gemcitabine
Chemical_MESH_C029256,Histrelin
Chemical_MESH_D019818,Clavulanate potassium
Chemical_MESH_D012968,Etidronic acid
Chemical_MESH_D014290,Metipranolol
Chemical_MESH_C006578,Anethole
Chemical_MESH_D000175,Acronine
Chemical_MESH_C032866,Diethyltoluamide
Chemical_MESH_C014983,Amitraz
Chemical_MESH_C419926,Aspartame
Chemical_MESH_D011435,Propyl gallate
Chemical_MESH_D011299,Prenylamine
Chemical_MESH_C059141,Verlukast
Chemical_MESH_D019806,Levcromakalim
Chemical_MESH_D013989,Ticrynafen
Chemical_MESH_C073266,Cycloguanil pamoate
Chemical_MESH_D008771,Levonordefrin
Chemical_MESH_C025720,Primidolol
Chemical_MESH_C030691,Zinc gluconate
Chemical_MESH_C405499,Cethromycin
Chemical_MESH_C014134,Nosiheptide
Chemical_MESH_C058540,Resorcinol monoacetate
Chemical_MESH_C011819,Ferrous gluconate
Chemical_MESH_D005942,Copper gluconate
Chemical_MESH_D006594,Hexoprenaline sulfate
Chemical_MESH_C024362,Arginine glutamate
Chemical_MESH_D004961,Estramustine phosphate sodium
Chemical_MESH_C031215,Betadex
Chemical_MESH_C027549,Thallous chloride Tl 201
Chemical_MESH_C013216,Potassium phosphate
Chemical_MESH_D017265,Procaterol hydrochloride
Chemical_MESH_C015707,Penicillin V benzathine
Chemical_MESH_D002436,Cefatrizine
Chemical_MESH_C020918,Lidamidine hydrochloride
Chemical_MESH_D014299,Trimipramine maleate
Chemical_MESH_C053672,Selfotel
Chemical_MESH_D013011,Potassium sorbate
Chemical_MESH_C031226,Ascorbyl palmitate
Chemical_MESH_D002084,Butylated hydroxytoluene
Chemical_MESH_D015125,Oxyquinoline sulfate
Chemical_MESH_C012122,Apalcillin sodium
Chemical_MESH_D000536,Aluminum hydroxide
Chemical_MESH_C039778,Flutropium bromide
Chemical_MESH_C026718,Physostigmine salicylate
Chemical_MESH_D004155,Diphenhydramine salicylate
Chemical_MESH_C033163,Acetylspiramycin
Chemical_MESH_C009293,Sodium trimetaphosphate
Chemical_MESH_D002271,Carbutamide
Chemical_MESH_C005008,Glycyclamide
Chemical_MESH_C073323,Glibornuride
Chemical_MESH_C401283,Glisentide
Chemical_MESH_C018953,Glisolamide
Chemical_MESH_C010969,Gliquidone
Chemical_MESH_C010968,Gliflumide
Chemical_MESH_C528075,Sulfapyridine
Chemical_MESH_D013416,Sulfamerazine
Chemical_MESH_D013418,Sulfamethazine
Chemical_MESH_D013414,Sulfaguanidine
Chemical_MESH_D013421,Sulfamethoxypyridazine
Chemical_MESH_C100300,Phthalylsulfathiazole
Chemical_MESH_D005016,Ethoxzolamide
Chemical_MESH_D003494,Cyclamic acid
Chemical_MESH_D003494,Sodium cyclamate
Chemical_MESH_D003494,Calcium cyclamate
Chemical_MESH_C030816,Tosylchloramide sodium
Chemical_MESH_C053526,Halazone
Chemical_MESH_C009342,Succinylsulfathiazole
Chemical_MESH_C100299,Sulfaethidole
Chemical_MESH_C043086,Sulfametomidine
Chemical_MESH_D017316,Fadrozole hydrochloride
Chemical_MESH_C511328,Flumethiazide
Chemical_MESH_C004954,Hexylcaine hydrochloride
Chemical_MESH_C023039,Piperocaine hydrochloride
Chemical_MESH_C044855,Aminobenzoic acid
Chemical_MESH_D000100,Acetrizoic acid
Chemical_MESH_D003005,Clopamide
Chemical_MESH_D010402,Penicillin G procaine
Chemical_MESH_C025314,Ferric citrate
Chemical_MESH_D000655,Amodiaquine hydrochloride
Chemical_MESH_C012064,Tioxacin
Chemical_MESH_C054745,Temafloxacin hydrochloride
Chemical_MESH_C106856,Alatrofloxacin mesylate
Chemical_MESH_C060328,Rufloxacin
Chemical_MESH_C076246,Sitafloxacin
Chemical_MESH_C100122,Meclocycline
Chemical_MESH_C100122,Meclocycline sulfosalicylate
Chemical_MESH_C545902,Aminothiazole
Chemical_MESH_C004932,Diloxanide furoate
Chemical_MESH_C031327,Artemisinin
Chemical_MESH_C111789,Artesunate
Chemical_MESH_C023768,Halofantrine hydrochloride
Chemical_MESH_C041747,Nitazoxanide
Chemical_MESH_D002727,Proguanil hydrochloride
Chemical_MESH_C009999,Benznidazole
Chemical_MESH_D015645,Tylosin
Chemical_MESH_C052319,Tilmicosin
Chemical_MESH_C039128,Miltefosine
Chemical_MESH_D008720,Methisazone
Chemical_MESH_C426859,Fosamprenavir
Chemical_MESH_C558899,Lopinavir and ritonavir
Chemical_MESH_C015707,Phenoxymethylpenicillin benzathine
Chemical_MESH_C008618,Nihydrazone
Chemical_MESH_D010917,Pivampicillin hydrochloride
Chemical_MESH_C007795,Furaltadone
Chemical_MESH_C007794,Furalazine
Chemical_MESH_D004096,Dihydrostreptomycin sulfate
Chemical_MESH_C004562,Nifurpirinol
Chemical_MESH_C073332,Nifuroxime
Chemical_MESH_D013423,Sulfamoxole
Chemical_MESH_D013417,Sulfameter
Chemical_MESH_C015821,Dihydroxymethylfuratrizine
Chemical_MESH_C100141,Sulfacytine
Chemical_MESH_C037441,Glucosulfone
Chemical_MESH_C036115,Aldesulfone sodium
Chemical_MESH_C009453,Thiazosulfone
Chemical_MESH_C056625,Erythromycin acistrate
Chemical_MESH_C028896,Erythromycin gluceptate
Chemical_MESH_C011807,Erythromycin propionate
Chemical_MESH_D000630,Aminopterin sodium
Chemical_MESH_D005668,Furylfuramide
Chemical_MESH_D001414,Bacitracin zinc
Chemical_MESH_D009610,Nitrovin
Chemical_MESH_C585281,Dronedarone
Chemical_MESH_D014031,Tobramycin sulfate
Chemical_MESH_D000583,Amikacin
Chemical_MESH_D012853,Sisomicin
